# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  107       3.961865550154e-10       1.248431259279e-13      -3.782430972365e-12       0.000000000000e+00       8.452487725062e-12       1.210948650845e-12      -7.035548441105e-15 
  108       4.006112231134e-10       1.267587781449e-13      -3.874398358255e-12       0.000000000000e+00       8.245502833131e-12       1.187772706397e-12      -6.973422050866e-15 
  109       4.050615040115e-10       1.286380249320e-13      -3.965967350189e-12       0.000000000000e+00       8.044678694398e-12       1.165217372381e-12      -6.910721347067e-15 
  110       4.095362725167e-10       1.304788405937e-13      -4.057060519252e-12       0.000000000000e+00       7.849460014697e-12       1.143230958120e-12      -6.846876550379e-15 
  111       4.140350806512e-10       1.322794036505e-13      -4.147602021509e-12       0.000000000000e+00       7.659773885191e-12       1.121806969239e-12      -6.781806909063e-15 
  112       4.185575791002e-10       1.340379574059e-13      -4.237515950796e-12       0.000000000000e+00       7.475647769066e-12       1.100947785168e-12      -6.715556170208e-15 
  113       4.231033120205e-10       1.357527619125e-13      -4.326725778532e-12       0.000000000000e+00       7.297074889558e-12       1.080651845147e-12      -6.648164707176e-15 
  114       4.276717133170e-10       1.374220952571e-13      -4.415154380078e-12       0.000000000000e+00       7.124013116720e-12       1.060913519522e-12      -6.579669347695e-15 
  115       4.322621029181e-10       1.390442548450e-13      -4.502724061111e-12       0.000000000000e+00       6.956383854185e-12       1.041722981033e-12      -6.510103201943e-15 
  116       4.368736830521e-10       1.406175586860e-13      -4.589356583989e-12       0.000000000000e+00       6.794070925932e-12       1.023066076106e-12      -6.439495490637e-15 
  117       4.415055345233e-10       1.421403466782e-13      -4.674973194115e-12       0.000000000000e+00       6.636919463048e-12       1.004924196146e-12      -6.367871373117e-15 
  118       4.461566129875e-10       1.436109818940e-13      -4.759494646307e-12       0.000000000000e+00       6.484734790495e-12       9.872741488257e-13      -6.295251775436e-15 
  119       4.508257452287e-10       1.450278518642e-13      -4.842841231162e-12       0.000000000000e+00       6.337281313876e-12       9.700880293811e-13      -6.221653218447e-15 
  120       4.555116254346e-10       1.463893698635e-13      -4.924932801427e-12       0.000000000000e+00       6.194281406195e-12       9.533330918986e-13      -6.147087645885e-15 
  121       4.602128114728e-10       1.476939761953e-13      -5.005688798361e-12       0.000000000000e+00       6.055414294626e-12       9.369716206093e-13      -6.071562252463e-15 
  122       4.649277211668e-10       1.489401394766e-13      -5.085028278103e-12       0.000000000000e+00       5.920314947276e-12       9.209608011790e-13      -5.995079311950e-15 
  123       4.696548271361e-10       1.501264082554e-13      -5.162871075158e-12       0.000000000000e+00       5.788652685359e-12       9.052627191923e-13      -5.917666020799e-15 
  124       4.743932745924e-10       1.512515698415e-13      -5.239141388035e-12       0.000000000000e+00       5.660379616966e-12       8.898759303775e-13      -5.839468277298e-15 
  125       4.791423278297e-10       1.523145122289e-13      -5.313764657142e-12       0.000000000000e+00       5.535508778749e-12       8.748072915550e-13      -5.760667402126e-15 
  126       4.839011758771e-10       1.533141770616e-13      -5.386666499512e-12       0.000000000000e+00       5.414036485879e-12       8.600621097717e-13      -5.681451151371e-15 
  127       4.886689303375e-10       1.542495613143e-13      -5.457772744119e-12       0.000000000000e+00       5.295941846076e-12       8.456440932711e-13      -5.602013780769e-15 
  128       4.934446232259e-10       1.551197189735e-13      -5.527009467189e-12       0.000000000000e+00       5.181186273635e-12       8.315553024641e-13      -5.522556109953e-15 
  129       4.982272048077e-10       1.559237627186e-13      -5.594303027515e-12       0.000000000000e+00       5.069713003459e-12       8.177961008992e-13      -5.443285586695e-15 
  130       5.030155414368e-10       1.566608656024e-13      -5.659580101769e-12       0.000000000000e+00       4.961446605087e-12       8.043651062329e-13      -5.364416351149e-15 
  131       5.078084133939e-10       1.573302627326e-13      -5.722767719818e-12       0.000000000000e+00       4.856292496727e-12       7.912591411998e-13      -5.286169300094e-15 
  132       5.126045127251e-10       1.579312529524e-13      -5.783793300035e-12       0.000000000000e+00       4.754136459283e-12       7.784731845835e-13      -5.208772151181e-15 
  133       5.174024410797e-10       1.584632005215e-13      -5.842584684611e-12       0.000000000000e+00       4.654844150384e-12       7.660003221868e-13      -5.132459507175e-15 
  134       5.222007075488e-10       1.589255367975e-13      -5.899070174873e-12       0.000000000000e+00       4.558260618420e-12       7.538316978017e-13      -5.057472920200e-15 
  135       5.269977265035e-10       1.593177619159e-13      -5.953178566594e-12       0.000000000000e+00       4.464209816563e-12       7.419564641804e-13      -4.984060955978e-15 
  136       5.317918154333e-10       1.596394464723e-13      -6.004839185307e-12       0.000000000000e+00       4.372494116804e-12       7.303617340054e-13      -4.912479258081e-15 
  137       5.365813417088e-10       1.598902625577e-13      -6.053982727525e-12       0.000000000000e+00       4.282936160180e-12       7.190351635811e-13      -4.842928100153e-15 
  138       5.413651845862e-10       1.600700769351e-13      -6.100543807902e-12       0.000000000000e+00       4.195510323780e-12       7.079731094409e-13      -4.775357613432e-15 
  139       5.461423171349e-10       1.601788707373e-13      -6.144458743828e-12       0.000000000000e+00       4.110223999751e-12       6.971732267460e-13      -4.709642432318e-15 
  140       5.509116603967e-10       1.602167128264e-13      -6.185664813235e-12       0.000000000000e+00       4.027076264497e-12       6.866318802777e-13      -4.645642068524e-15 
  141       5.556720821698e-10       1.601837616608e-13      -6.224100295018e-12       0.000000000000e+00       3.946057661430e-12       6.763441121177e-13      -4.583200578548e-15 
  142       5.604223957924e-10       1.600802671632e-13      -6.259704509466e-12       0.000000000000e+00       3.867149983713e-12       6.663036093293e-13      -4.522146231137e-15 
  143       5.651613589256e-10       1.599065725871e-13      -6.292417858691e-12       0.000000000000e+00       3.790326057005e-12       6.565026716375e-13      -4.462291174759e-15 
  144       5.698876723376e-10       1.596631163845e-13      -6.322181867058e-12       0.000000000000e+00       3.715549522209e-12       6.469321791105e-13      -4.403431105068e-15 
